| 0001 | {{#icon:001}} | [[Bisasam]] | Bulbasaur | Bulbizarre | {{Ruby|フシギダネ|Fushigidane}} | {{Ruby|이상해씨|Isanghessi}} | {{Ruby|妙蛙種子 / 妙蛙种子|Miàowāzhǒngzǐ}} | {{#ic:Pflanze}}&nbsp;{{#ic:Gift}}
| 0774 | {{#icon:774}} | [[Meteno]] | Minior | Météno | {{Ruby|メテノ|Meteno}} | {{Ruby|메테노|Meteno}} | {{Ruby|小隕星 / 小陨星|Xiǎoyǔnxīng}} | {{#ic:Gestein}}&nbsp;{{#ic:Flug}}
| 0775 | {{#icon:775}} | [[Koalelu]] | Komala | Dodoala | {{Ruby|ネッコアラ|Nekkoara}} | {{Ruby|자말라|Jamalla}} | {{Ruby|樹枕尾熊 / 树枕尾熊|Shùzhěnwěixióng}} | {{#ic:Normal}}
| 0776 | {{#icon:776}} | [[Tortunator]] | Turtonator | Boumata | {{Ruby|バクガメス|Bakugames}} | {{Ruby|폭거북스|Pokgeobukseu}} | {{Ruby|爆焰龜獸 / 爆焰龟兽|Bàoyànguīshòu}} | {{#ic:Feuer}}&nbsp;{{#ic:Drache}}
| 0777 | {{#icon:777}} | [[Togedemaru]] | Togedemaru | Togedemaru | {{Ruby|トゲデマル|Togedemaru}} | {{Ruby|토게데마루|Togedemaru}} | {{Ruby|托戈德瑪爾 / 托戈德玛尔|Tuōgēdémǎ'ěr}} | {{#ic:Elektro}}&nbsp;{{#ic:Stahl}}
| 0778 | {{#icon:778}} | [[Mimigma]] | Mimikyu | Mimiqui | {{Ruby|ミミッキュ|Mimikkyu}} | {{Ruby|따라큐|Ttarakyu}} | {{Ruby|謎擬Ｑ / {{tt|谜拟丘|früher: 谜拟Ｑ}}|MínǐQ / Mínǐqiū}} | {{#ic:Geist}}&nbsp;{{#ic:Fee}}
| 0779 | {{#icon:779}} | [[Knirfish]] | Bruxish | Denticrisse | {{Ruby|ハギギシリ|Hagigishiri}} | {{Ruby|치갈기|Chigalgi}} | {{Ruby|磨牙彩皮魚 / 磨牙彩皮鱼|Móyácǎipíyú}} | {{#ic:Wasser}}&nbsp;{{#ic:Psycho}}
| 0780 | {{#icon:780}} | [[Sen-Long]] | Drampa | Draïeul | {{Ruby|ジジーロン|Jijilong}} | {{Ruby|할비롱|Halbirong}} | {{Ruby|老翁龍 / 老翁龙|Lǎowēnglóng}} | {{#ic:Normal}}&nbsp;{{#ic:Drache}}
| 0781 | {{#icon:781}} | [[Moruda]] | Dhelmise | Sinistrail | {{Ruby|ダダリン|Dadarin}} | {{Ruby|타타륜|Tataryun}} | {{Ruby|破破舵輪 / 破破舵轮|Pòpòduòlún}} | {{#ic:Geist}}&nbsp;{{#ic:Pflanze}}
| 0782 | {{#icon:782}} | [[Miniras]] | Jangmo-o | Bébécaille | {{Ruby|ジャラコ|Jyarako}} | {{Ruby|짜랑꼬|Jjarangkko}} | {{Ruby|心鱗寶 / 心鳞宝|Xīnlínbǎo}} | {{#ic:Drache}}
| 0783 | {{#icon:783}} | [[Mediras]] | Hakamo-o | Écaïd | {{Ruby|ジャランゴ|Jyarango}} | {{Ruby|짜랑고우|Jjaranggou}} | {{Ruby|鱗甲龍 / 鳞甲龙|Línjiǎlóng}} | {{#ic:Drache}}&nbsp;{{#ic:Kampf}}
| 0784 | {{#icon:784}} | [[Grandiras]] | Kommo-o | Ékaïser | {{Ruby|ジャラランガ|Jyararanga}} | {{Ruby|짜랑고우거|Jjaranggougeo}} | {{Ruby|杖尾鱗甲龍 / 杖尾鳞甲龙|Zhàngwěilínjiǎlóng}} | {{#ic:Drache}}&nbsp;{{#ic:Kampf}}
| 0785 | {{#icon:785}} | [[Kapu-Riki]] | Tapu Koko | Tokorico | {{Ruby|カプ・コケコ|Kapu-Kokeko}} | {{Ruby|카푸꼬꼬꼭|Kapukkokkokkok}} | {{Ruby|卡璞・鳴鳴 / 卡璞・鸣鸣|Kǎpú·Míngmíng}} | {{#ic:Elektro}}&nbsp;{{#ic:Fee}}
| 0786 | {{#icon:786}} | [[Kapu-Fala]] | Tapu Lele | Tokopiyon | {{Ruby|カプ・テテフ|Kapu-Tetefu}} | {{Ruby|카푸나비나|Kapunabina}} | {{Ruby|卡璞・蝶蝶 / 卡璞・蝶蝶|Kǎpú·Diédié}} | {{#ic:Psycho}}&nbsp;{{#ic:Fee}}
| 0787 | {{#icon:787}} | [[Kapu-Toro]] | Tapu Bulu | Tokotoro | {{Ruby|カプ・ブルル|Kapu-Bulul}} | {{Ruby|카푸브루루|Kapubeururu}} | {{Ruby|卡璞・哞哞 / 卡璞・哞哞|Kǎpú·Mōumōu}} | {{#ic:Pflanze}}&nbsp;{{#ic:Fee}}
| 0788 | {{#icon:788}} | [[Kapu-Kime]] | Tapu Fini | Tokopisco | {{Ruby|カプ・レヒレ|Kapu-Rehire}} | {{Ruby|카푸느지느|Kapuneujineu}} | {{Ruby|卡璞・鰭鰭 / 卡璞・鳍鳍|Kǎpú·Qíqí}} | {{#ic:Wasser}}&nbsp;{{#ic:Fee}}
| 0789 | {{#icon:789}} | [[Cosmog]] | Cosmog | Cosmog | {{Ruby|コスモッグ|Cosmog}} | {{Ruby|코스모그|Koseumogeu}} | {{Ruby|科斯莫古 / 科斯莫古|Kēsīmògǔ}} | {{#ic:Psycho}}
| 0790 | {{#icon:790}} | [[Cosmovum]] | Cosmoem | Cosmovum | {{Ruby|コスモウム|Cosmovum}} | {{Ruby|코스모움|Koseumoum}} | {{Ruby|科斯莫姆 / 科斯莫姆|Kēsīmòmǔ}} | {{#ic:Psycho}}
| 0791 | {{#icon:791}} | [[Solgaleo]] | Solgaleo | Solgaleo | {{Ruby|ソルガレオ|Solgaleo}} | {{Ruby|솔가레오|Solgaleo}} | {{Ruby|索爾迦雷歐 / 索尔迦雷欧|Suǒ'ěrjiāléi'ōu}} | {{#ic:Psycho}}&nbsp;{{#ic:Stahl}}
| 0792 | {{#icon:792}} | [[Lunala]] | Lunala | Lunala | {{Ruby|ルナアーラ|Lunala}} | {{Ruby|루나아라|Lunala}} | {{Ruby|露奈雅拉 / 露奈雅拉|Lùnàiyǎlā}} | {{#ic:Psycho}}&nbsp;{{#ic:Geist}}
| 0793 | {{#icon:793}} | [[Anego]] | Nihilego | Zéroïd | {{Ruby|ウツロイド|Uturoid}} | {{Ruby|텅비드|Teongbideu}} | {{Ruby|虛吾伊德 / 虚吾伊德|Xūwúyīdé}} | {{#ic:Gestein}}&nbsp;{{#ic:Gift}}
| 0794 | {{#icon:794}} | [[Masskito]] | Buzzwole | Mouscoto | {{Ruby|マッシブーン|Massivoon}} | {{Ruby|매시붕|Maesibung}} | {{Ruby|爆肌蚊 / 爆肌蚊|Bàojīwén}} | {{#ic:Käfer}}&nbsp;{{#ic:Kampf}}
| 0795 | {{#icon:795}} | [[Schabelle]] | Pheromosa | Cancrelove | {{Ruby|フェローチェ|Pheroache}} | {{Ruby|페로코체|Perokoche}} | {{Ruby|費洛美螂 / 费洛美螂|Fèiluòměiláng}} | {{#ic:Käfer}}&nbsp;{{#ic:Kampf}}
| 0796 | {{#icon:796}} | [[Voltriant]] | Xurkitree | Câblifère | {{Ruby|デンジュモク|Denjyumoku}} | {{Ruby|전수목|Jeonsumok}} | {{Ruby|電束木 / 电束木|Diànshùmù}} | {{#ic:Elektro}}
| 0797 | {{#icon:797}} | [[Kaguron]] | Celesteela | Bamboiselle | {{Ruby|テッカグヤ|Tekkaguya}} | {{Ruby|철화구야|Cheolhwaguya}} | {{Ruby|鐵火輝夜 / 铁火辉夜|Tiěhuǒhuīyè}} | {{#ic:Stahl}}&nbsp;{{#ic:Flug}}
| 0798 | {{#icon:798}} | [[Katagami]] | Kartana | Katagami | {{Ruby|カミツルギ|Kamiturugi}} | {{Ruby|종이신도|Jongisindo}} | {{Ruby|紙禦劍 / 纸御剑|Zhǐyùjiàn}} | {{#ic:Pflanze}}&nbsp;{{#ic:Stahl}}
| 0799 | {{#icon:799}} | [[Schlingking]] | Guzzlord | Engloutyran | {{Ruby|アクジキング|Akuziking}} | {{Ruby|악식킹|Aksikking}} | {{Ruby|惡食大王 / 恶食大王|Èshídàwáng}} | {{#ic:Unlicht}}&nbsp;{{#ic:Drache}}
| 0800 | {{#icon:800}} | [[Necrozma]] | Necrozma | Necrozma | {{Ruby|ネクロズマ|Necrozma}} | {{Ruby|네크로즈마|Necrozma}} | {{Ruby|奈克洛茲瑪 / 奈克洛兹玛|Nàikèluòzīmǎ}} | {{#ic:Psycho}}
| 0801 | {{#icon:801}} | [[Magearna]] | Magearna | Magearna | {{Ruby|マギアナ|Magearna}} | {{Ruby|마기아나|Magearna}} | {{Ruby|瑪機雅娜 / 玛机雅娜|Mǎjīyǎnà}} | {{#ic:Stahl}}&nbsp;{{#ic:Fee}}
| 0802 | {{#icon:802}} | [[Marshadow]] | Marshadow | Marshadow | {{Ruby|マーシャドー|Marshadow}} | {{Ruby|마샤도|Marshadow}} | {{Ruby|瑪夏多 / 玛夏多|Mǎxiàduō}} | {{#ic:Kampf}}&nbsp;{{#ic:Geist}}
| 0803 | {{#icon:803}} | [[Venicro]] | Poipole | Vémini | {{Ruby|ベベノム|Bevenom}} | {{Ruby|베베놈|Bebenom}} | {{Ruby|毒貝比 / 毒贝比|Dúbèibǐ}} | {{#ic:Gift}}
| 0804 | {{#icon:804}} | [[Agoyon]] | Naganadel | Mandrillon | {{Ruby|アーゴヨン|Agoyon}} | {{Ruby|아고용|Agoyong}} | {{Ruby|四顎針龍 / 四颚针龙|Sì'èzhēnlóng}} | {{#ic:Gift}}&nbsp;{{#ic:Drache}}
| 0805 | {{#icon:805}} | [[Muramura]] | Stakataka | Ama-Ama | {{Ruby|ツンデツンデ|Tundetunde}} | {{Ruby|차곡차곡|Chagokchagok}} | {{Ruby|壘磊石 / 垒磊石|Lěilěishí}} | {{#ic:Gestein}}&nbsp;{{#ic:Stahl}}
| 0806 | {{#icon:806}} | [[Kopplosio]] | Blacephalon | Pierroteknik | {{Ruby|ズガドーン|Zugadoon}} | {{Ruby|두파팡|Dupapang}} | {{Ruby|砰頭小丑 / 砰头小丑|Pēngtóuxiǎochǒu}} | {{#ic:Feuer}}&nbsp;{{#ic:Geist}}
| 0807 | {{#icon:807}} | [[Zeraora]] | Zeraora | Zeraora | {{Ruby|ゼラオラ|Zeraora}} | {{Ruby|제라오라|Zeraora}} | {{Ruby|捷拉奧拉 / 捷拉奥拉|Jiélā'àolā}} | {{#ic:Elektro}}
| 0808 | {{#icon:808}} | [[Meltan]] | Meltan | Meltan | {{Ruby|メルタン|Meltan}} | {{Ruby|멜탄|Meltan}} | {{Ruby|美錄坦 / 美录坦|Měilùtǎn}} | {{#ic:Stahl}}
| 0809 | {{#icon:809}} | [[Melmetal]] | Melmetal | Melmetal | {{Ruby|メルメタル|Melmetal}} | {{Ruby|멜메탈|Melmetal}} | {{Ruby|美錄梅塔 / 美录梅塔|Měilùméitǎ}} | {{#ic:Stahl}}
| 0810 | {{#icon:810}} | [[Chimpep]] | Grookey | Ouistempo | {{Ruby|サルノリ|Sarunori}} | {{Ruby|흥나숭|Heungnasung}} | {{Ruby|敲音猴 / 敲音猴|Qiāoyīnhóu}} | {{#ic:Pflanze}}
| 0811 | {{#icon:811}} | [[Chimstix]] | Thwackey | Badabouin | {{Ruby|バチンキー|Bachinkey}} | {{Ruby|채키몽|Chaekimong}} | {{Ruby|啪咚猴 / 啪咚猴|Pādōnghóu}} | {{#ic:Pflanze}}
| 0812 | {{#icon:812}} | [[Gortrom]] | Rillaboom | Gorythmic | {{Ruby|ゴリランダー|Gorirander}} | {{Ruby|고릴타|Gorilta}} | {{Ruby|轟擂金剛猩 / 轰擂金刚猩|Hōnglèijīngāngxīng}} | {{#ic:Pflanze}}
| 0813 | {{#icon:813}} | [[Hopplo]] | Scorbunny | Flambino | {{Ruby|ヒバニー|Hibanny}} | {{Ruby|염버니|Yeombeoni}} | {{Ruby|炎兔兒 / 炎兔儿|Yántù'ér}} | {{#ic:Feuer}}
| 0814 | {{#icon:814}} | [[Kickerlo]] | Raboot | Lapyro | {{Ruby|ラビフット|Rabbifuto}} | {{Ruby|래비풋|Raebiput}} | {{Ruby|騰蹴小將 / 腾蹴小将|Téngcùxiǎojiàng}} | {{#ic:Feuer}}
| 0815 | {{#icon:815}} | [[Liberlo]] | Cinderace | Pyrobut | {{Ruby|エースバーン|Aceburn}} | {{Ruby|에이스번|Eiseubeon}} | {{Ruby|閃焰王牌 / 闪焰王牌|Shǎnyànwángpái}} | {{#ic:Feuer}}
| 0816 | {{#icon:816}} | [[Memmeon]] | Sobble | Larméléon | {{Ruby|メッソン|Messon}} | {{Ruby|울머기|Ulmeogi}} | {{Ruby|淚眼蜥 / 泪眼蜥|Lèiyǎnxī}} | {{#ic:Wasser}}
| 0817 | {{#icon:817}} | [[Phlegleon]] | Drizzile | Arrozard | {{Ruby|ジメレオン|Jimereon}} | {{Ruby|누겔레온|Nugelleon}} | {{Ruby|變澀蜥 / 变涩蜥|Biànsèxī}} | {{#ic:Wasser}}
| 0818 | {{#icon:818}} | [[Intelleon]] | Inteleon | Lézargus | {{Ruby|インテレオン|Intereon}} | {{Ruby|인텔리레온|Intellileon}} | {{Ruby|千面避役 / 千面避役|Qiānmiànbìyì}} | {{#ic:Wasser}}
| 0819 | {{#icon:819}} | [[Raffel]] | Skwovet | Rongourmand | {{Ruby|ホシガリス|Hoshigarisu}} | {{Ruby|탐리스|Tamriseu}} | {{Ruby|貪心栗鼠 / 贪心栗鼠|Tānxīnlìshǔ}} | {{#ic:Normal}}
| 0820 | {{#icon:820}} | [[Schlaraffel]] | Greedent | Rongrigou | {{Ruby|ヨクバリス|Yokubarisu}} | {{Ruby|요씽리스|Yossingriseu}} | {{Ruby|藏飽栗鼠 / 藏饱栗鼠|Cángbǎolìshǔ}} | {{#ic:Normal}}
| 0821 | {{#icon:821}} | [[Meikro]] | Rookidee | Minisange | {{Ruby|ココガラ|Kokogara}} | {{Ruby|파라꼬|Parakko}} | {{Ruby|稚山雀 / 稚山雀|Zhìshānquè}} | {{#ic:Flug}}
| 0822 | {{#icon:822}} | [[Kranoviz]] | Corvisquire | Bleuseille | {{Ruby|アオガラス|Aogarasu}} | {{Ruby|파크로우|Pakeurou}} | {{Ruby|藍鴉 / 蓝鸦|Lányā}} | {{#ic:Flug}}
| 0823 | {{#icon:823}} | [[Krarmor]] | Corviknight | Corvaillus | {{Ruby|アーマーガア|Armorga}} | {{Ruby|아머까오|Ameokkao}} | {{Ruby|鋼鎧鴉 / 钢铠鸦|Gāngkǎiyā}} | {{#ic:Flug}}&nbsp;{{#ic:Stahl}}
| 0824 | {{#icon:824}} | [[Sensect]] | Blipbug | Larvadar | {{Ruby|サッチムシ|Sacchimushi}} | {{Ruby|두루지벌레|Durujibeolle}} | {{Ruby|索偵蟲 / 索侦虫|Suǒzhēnchóng}} | {{#ic:Käfer}}
| 0825 | {{#icon:825}} | [[Keradar]] | Dottler | Coléodôme | {{Ruby|レドームシ|Redomushi}} | {{Ruby|레돔벌레|Redombeolle}} | {{Ruby|天罩蟲 / 天罩虫|Tiānzhàochóng}} | {{#ic:Käfer}}&nbsp;{{#ic:Psycho}}
| 0826 | {{#icon:826}} | [[Maritellit]] | Orbeetle | Astronelle | {{Ruby|イオルブ|Eolb}} | {{Ruby|이올브|Iolbeu}} | {{Ruby|以歐路普 / 以欧路普|Yǐ'ōulùpǔ}} | {{#ic:Käfer}}&nbsp;{{#ic:Psycho}}
| 0827 | {{#icon:827}} | [[Kleptifux]] | Nickit | Goupilou | {{Ruby|クスネ|Kusune}} | {{Ruby|훔처우|Humcheou}} | {{Ruby|偷兒狐 / {{tt|狡小狐|früher: 偷儿狐}}|Tōu'érhú / Jiǎoxiǎohú}} | {{#ic:Unlicht}}
| 0828 | {{#icon:828}} | [[Gaunux]] | Thievul | Roublenard | {{Ruby|フォクスライ|Foxly}} | {{Ruby|폭슬라이|Pokseullai}} | {{Ruby|狐大盜 / {{tt|猾大狐|früher: 狐大盗}}|Húdàdào / Huádàhú}} | {{#ic:Unlicht}}
| 0829 | {{#icon:829}} | [[Cottini]] | Gossifleur | Tournicoton | {{Ruby|ヒメンカ|Himenka}} | {{Ruby|꼬모카|Kkomoka}} | {{Ruby|幼棉棉 / 幼棉棉|Yòumiánmián}} | {{#ic:Pflanze}}
| 0830 | {{#icon:830}} | [[Cottomi]] | Eldegoss | Blancoton | {{Ruby|ワタシラガ|Watashiraga}} | {{Ruby|백솜모카|Baeksommoka}} | {{Ruby|白蓬蓬 / 白蓬蓬|Báipéngpéng}} | {{#ic:Pflanze}}
| 0831 | {{#icon:831}} | [[Wolly]] | Wooloo | Moumouton | {{Ruby|ウールー|Wooluu}} | {{Ruby|우르|Ureu}} | {{Ruby|毛辮羊 / 毛辫羊|Máobiànyáng}} | {{#ic:Normal}}
| 0832 | {{#icon:832}} | [[Zwollock]] | Dubwool | Moumouflon | {{Ruby|バイウールー|Baiwooluu}} | {{Ruby|배우르|Baeureu}} | {{Ruby|毛毛角羊 / 毛毛角羊|Máomáojiǎoyáng}} | {{#ic:Normal}}
| 0833 | {{#icon:833}} | [[Kamehaps]] | Chewtle | Khélocrok | {{Ruby|カムカメ|Kamukame}} | {{Ruby|깨물부기|Kkaemulbugi}} | {{Ruby|咬咬龜 / 咬咬龟|Yǎoyǎoguī}} | {{#ic:Wasser}}
| 0834 | {{#icon:834}} | [[Kamalm]] | Drednaw | Torgamord | {{Ruby|カジリガメ|Kajirigame}} | {{Ruby|갈가부기|Galgabugi}} | {{Ruby|暴噬龜 / 暴噬龟|Bàoshìguī}} | {{#ic:Wasser}}&nbsp;{{#ic:Gestein}}
| 0835 | {{#icon:835}} | [[Voldi]] | Yamper | Voltoutou | {{Ruby|ワンパチ|Wanpachi}} | {{Ruby|멍파치|Meongpachi}} | {{Ruby|來電汪 / 来电汪|Láidiànwāng}} | {{#ic:Elektro}}
| 0836 | {{#icon:836}} | [[Bellektro]] | Boltund | Fulgudog | {{Ruby|パルスワン|Pulsewan}} | {{Ruby|펄스멍|Peolseumeong}} | {{Ruby|逐電犬 / 逐电犬|Zhúdiànquǎn}} | {{#ic:Elektro}}
| 0837 | {{#icon:837}} | [[Klonkett]] | Rolycoly | Charbi | {{Ruby|タンドン|Tandon}} | {{Ruby|탄동|Tandong}} | {{Ruby|小炭仔 / 小炭仔|Xiǎotànzǐ}} | {{#ic:Gestein}}
| 0838 | {{#icon:838}} | [[Wagong]] | Carkol | Wagomine | {{Ruby|トロッゴン|Toroggon}} | {{Ruby|탄차곤|Tanchagon}} | {{Ruby|大炭車 / 大炭车|Dàtànchē}} | {{#ic:Gestein}}&nbsp;{{#ic:Feuer}}
| 0839 | {{#icon:839}} | [[Montecarbo]] | Coalossal | Monthracite | {{Ruby|セキタンザン|Sekitanzan}} | {{Ruby|석탄산|Seoktansan}} | {{Ruby|巨炭山 / 巨炭山|Jùtànshān}} | {{#ic:Gestein}}&nbsp;{{#ic:Feuer}}
| 0840 | {{#icon:840}} | [[Knapfel]] | Applin | Verpom | {{Ruby|カジッチュ|Kajicchu}} | {{Ruby|과사삭벌레|Gwasasakbeolle}} | {{Ruby|啃果蟲 / 啃果虫|Kěnguǒchóng}} | {{#ic:Pflanze}}&nbsp;{{#ic:Drache}}
| 0841 | {{#icon:841}} | [[Drapfel]] | Flapple | Pomdrapi | {{Ruby|アップリュー|Appryu}} | {{Ruby|애프룡|Aepeuryong}} | {{Ruby|蘋裹龍 / 苹裹龙|Píngguǒlóng}} | {{#ic:Pflanze}}&nbsp;{{#ic:Drache}}
| 0842 | {{#icon:842}} | [[Schlapfel]] | Appletun | Dratatin | {{Ruby|タルップル|Tarupple}} | {{Ruby|단지래플|Danjiraepeul}} | {{Ruby|豐蜜龍 / 丰蜜龙|Fēngmìlóng}} | {{#ic:Pflanze}}&nbsp;{{#ic:Drache}}
| 0843 | {{#icon:843}} | [[Salanga]] | Silicobra | Dunaja | {{Ruby|スナヘビ|Sunahebi}} | {{Ruby|모래뱀|Moraebaem}} | {{Ruby|沙包蛇 / 沙包蛇|Shābāoshé}} | {{#ic:Boden}}
| 0844 | {{#icon:844}} | [[Sanaconda]] | Sandaconda | Dunaconda | {{Ruby|サダイジャ|Sadaija}} | {{Ruby|사다이사|Sadaisa}} | {{Ruby|沙螺蟒 / 沙螺蟒|Shāluómǎng}} | {{#ic:Boden}}
| 0845 | {{#icon:845}} | [[Urgl]] | Cramorant | Nigosier | {{Ruby|ウッウ|Uu}} | {{Ruby|윽우지|Euguji}} | {{Ruby|古月鳥 / 古月鸟|Gǔyuèniǎo}} | {{#ic:Flug}}&nbsp;{{#ic:Wasser}}
| 0846 | {{#icon:846}} | [[Pikuda]] | Arrokuda | Embrochet | {{Ruby|サシカマス|Sasikamasu}} | {{Ruby|찌로꼬치|Jjirokkochi}} | {{Ruby|刺梭魚 / 刺梭鱼|Cìsuōyú}} | {{#ic:Wasser}}
| 0847 | {{#icon:847}} | [[Barrakiefa]] | Barraskewda | Hastacuda | {{Ruby|カマスジョー|Kamasujaw}} | {{Ruby|꼬치조|Kkochijo}} | {{Ruby|戽斗尖梭 / 戽斗尖梭|Hùdǒujiānsuō}} | {{#ic:Wasser}}
| 0848 | {{#icon:848}} | [[Toxel]] | Toxel | Toxizap | {{Ruby|エレズン|Eleson}} | {{Ruby|일레즌|Illejeun}} | {{Ruby|毒電嬰 / {{tt|电音婴|früher: 毒电婴}}|Dúdiànyīng / Diànyīnyīng}} | {{#ic:Elektro}}&nbsp;{{#ic:Gift}}
| 0849 | {{#icon:849}} | [[Riffex]] | Toxtricity | Salarsen | {{Ruby|ストリンダー|Strinder}} | {{Ruby|스트린더|Seuteurindeo}} | {{Ruby|顫弦蠑螈 / 颤弦蝾螈|Chànxiánróngyuán}} | {{#ic:Elektro}}&nbsp;{{#ic:Gift}}
| 0850 | {{#icon:850}} | [[Thermopod]] | Sizzlipede | Grillepattes | {{Ruby|ヤクデ|Yakude}} | {{Ruby|태우지네|Taeujine}} | {{Ruby|燒火蚣 / 烧火蚣|Shāohuǒgōng}} | {{#ic:Feuer}}&nbsp;{{#ic:Käfer}}
| 0851 | {{#icon:851}} | [[Infernopod]] | Centiskorch | Scolocendre | {{Ruby|マルヤクデ|Maruyakude}} | {{Ruby|다태우지네|Dataeujine}} | {{Ruby|焚焰蚣 / 焚焰蚣|Fényàngōng}} | {{#ic:Feuer}}&nbsp;{{#ic:Käfer}}
| 0852 | {{#icon:852}} | [[Klopptopus]] | Clobbopus | Poulpaf | {{Ruby|タタッコ|Tatakko}} | {{Ruby|때때무노|Ttaettaemuno}} | {{Ruby|拳拳蛸 / 拳拳蛸|Quánquánxiāo}} | {{#ic:Kampf}}
| 0853 | {{#icon:853}} | [[Kaocto]] | Grapploct | Krakos | {{Ruby|オトスパス|Otosupus}} | {{Ruby|케오퍼스|Keopeoseu}} | {{Ruby|八爪武師 / 八爪武师|Bāzhuǎwǔshī}} | {{#ic:Kampf}}
| 0854 | {{#icon:854}} | [[Fatalitee]] | Sinistea | Théffroi | {{Ruby|ヤバチャ|Yabacha}} | {{Ruby|데인차|Deincha}} | {{Ruby|來悲茶 / 来悲茶|Láibēichá}} | {{#ic:Geist}}
| 0855 | {{#icon:855}} | [[Mortipot]] | Polteageist | Polthégeist | {{Ruby|ポットデス|Potdeath}} | {{Ruby|포트데스|Poteudeseu}} | {{Ruby|怖思壺 / 怖思壶|Bùsīhú}} | {{#ic:Geist}}
| 0856 | {{#icon:856}} | [[Brimova]] | Hatenna | Bibichut | {{Ruby|ミブリム|Mibrim}} | {{Ruby|몸지브림|Momjibeurim}} | {{Ruby|迷布莉姆 / 迷布莉姆|Míbùlìmǔ}} | {{#ic:Psycho}}
| 0857 | {{#icon:857}} | [[Brimano]] | Hattrem | Chapotus | {{Ruby|テブリム|Tebrim}} | {{Ruby|손지브림|Sonjibeurim}} | {{Ruby|提布莉姆 / 提布莉姆|Tíbùlìmǔ}} | {{#ic:Psycho}}
| 0858 | {{#icon:858}} | [[Silembrim]] | Hatterene | Sorcilence | {{Ruby|ブリムオン|Brimuon}} | {{Ruby|브리무음|Beurimueum}} | {{Ruby|布莉姆溫 / 布莉姆温|Bùlìmǔwēn}} | {{#ic:Psycho}}&nbsp;{{#ic:Fee}}
| 0859 | {{#icon:859}} | [[Bähmon]] | Impidimp | Grimalin | {{Ruby|ベロバー|Beroba}} | {{Ruby|메롱꿍|Merongkkung}} | {{Ruby|搗蛋小妖 / 捣蛋小妖|Dǎodànxiǎoyāo}} | {{#ic:Unlicht}}&nbsp;{{#ic:Fee}}
| 0860 | {{#icon:860}} | [[Pelzebub]] | Morgrem | Fourbelin | {{Ruby|ギモー|Gimoh}} | {{Ruby|쏘겨모|Ssogyeomo}} | {{Ruby|詐唬魔 / 诈唬魔|Zhàhǔmó}} | {{#ic:Unlicht}}&nbsp;{{#ic:Fee}}
| 0861 | {{#icon:861}} | [[Olangaar]] | Grimmsnarl | Angoliath | {{Ruby|オーロンゲ|Ohlonge}} | {{Ruby|오롱털|Orongteol}} | {{Ruby|長毛巨魔 / 长毛巨魔|Chángmáojùmó}} | {{#ic:Unlicht}}&nbsp;{{#ic:Fee}}
| 0862 | {{#icon:862}} | [[Barrikadax]] | Obstagoon | Ixon | {{Ruby|タチフサグマ|Tachifusaguma}} | {{Ruby|가로막구리|Garomakguri}} | {{Ruby|堵攔熊 / 堵拦熊|Dǔlánxióng}} | {{#ic:Unlicht}}&nbsp;{{#ic:Normal}}
| 0863 | {{#icon:863}} | [[Mauzinger]] | Perrserker | Berserkatt | {{Ruby|ニャイキング|Nyaiking}} | {{Ruby|나이킹|Naiking}} | {{Ruby|喵頭目 / 喵头目|Miāotóumù}} | {{#ic:Stahl}}
| 0864 | {{#icon:864}} | [[Gorgasonn]] | Cursola | Corayôme | {{Ruby|サニゴーン|Sunigoon}} | {{Ruby|산호르곤|Sanhoreugon}} | {{Ruby|魔靈珊瑚 / 魔灵珊瑚|Mólíngshānhú}} | {{#ic:Geist}}
| 0865 | {{#icon:865}} | [[Lauchzelot]] | Sirfetch’d | Palarticho | {{Ruby|ネギガナイト|Negigaknight}} | {{Ruby|창파나이트|Changpanaiteu}} | {{Ruby|蔥遊兵 / 葱游兵|Cōngyóubīng}} | {{#ic:Kampf}}
| 0866 | {{#icon:866}} | [[Pantifrost]] | Mr. Rime | M. Glaquette | {{Ruby|バリコオル|Barrikohru}} | {{Ruby|마임꽁꽁|Maimkkongkkong}} | {{Ruby|踏冰人偶 / 踏冰人偶|Tàbīngrén'ǒu}} | {{#ic:Eis}}&nbsp;{{#ic:Psycho}}
| 0867 | {{#icon:867}} | [[Oghnatoll]] | Runerigus | Tutétékri | {{Ruby|デスバーン|Deathbarn}} | {{Ruby|데스판|Deseupan}} | {{Ruby|死神板 / {{tt|迭失板|früher: 死神板}}|Sǐshénbǎn / Diéshībǎn}} | {{#ic:Boden}}&nbsp;{{#ic:Geist}}
| 0868 | {{#icon:868}} | [[Hokumil]] | Milcery | Crèmy | {{Ruby|マホミル|Mahomil}} | {{Ruby|마빌크|Mabilkeu}} | {{Ruby|小仙奶 / 小仙奶|Xiǎoxiānnǎi}} | {{#ic:Fee}}
| 0869 | {{#icon:869}} | [[Pokusan]] | Alcremie | Charmilly | {{Ruby|マホイップ|Mawhip}} | {{Ruby|마휘핑|Mahwiping}} | {{Ruby|霜奶仙 / 霜奶仙|Shuāngnǎixiān}} | {{#ic:Fee}}
| 0870 | {{#icon:870}} | [[Legios]] | Falinks | Hexadron | {{Ruby|タイレーツ|Tairetsu}} | {{Ruby|대여르|Daeyeoreu}} | {{Ruby|列陣兵 / 列阵兵|Lièzhènbīng}} | {{#ic:Kampf}}
